Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#affected+refugees,#affected+asylum_seekers,#affected+oip,#affected+idps,#affected+stateless,#affected+others,#affected+hst
2008,MMR,SGP,Myanmar,Singapore,7,0,0,0,0,0,0
2008,MMR,SWE,Myanmar,Sweden,40,6,0,0,0,0,0
2008,MMR,CHE,Myanmar,Switzerland,20,10,0,0,0,0,0
2008,MMR,THA,Myanmar,Thailand,111555,12009,0,0,0,0,0
2008,MMR,TUR,Myanmar,Türkiye,0,20,0,0,0,0,0
2008,MMR,USA,Myanmar,United States of America,5170,199,0,0,0,0,0
2009,MMR,AUS,Myanmar,Australia,489,24,0,0,0,0,0
2009,MMR,AUT,Myanmar,Austria,6,10,0,0,0,0,0
2009,MMR,BEL,Myanmar,Belgium,9,0,0,0,0,0,0
2009,MMR,BGD,Myanmar,Bangladesh,228557,0,0,0,0,0,0
2009,MMR,KHM,Myanmar,Cambodia,9,15,0,0,0,0,0
2009,MMR,CAN,Myanmar,Canada,257,15,0,0,0,0,0
2009,MMR,CZE,Myanmar,Czechia,57,0,0,0,0,0,0
2009,MMR,DNK,Myanmar,Denmark,53,15,0,0,0,0,0
2009,MMR,FIN,Myanmar,Finland,14,5,0,0,0,0,0
2009,MMR,FRA,Myanmar,France,163,0,0,0,0,0,0
2009,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,517,0,0,0,0,0,0
2009,MMR,DEU,Myanmar,Germany,756,69,0,0,0,0,0
2009,MMR,GRC,Myanmar,Greece,8,0,0,0,0,0,0
2009,MMR,HKG,Myanmar,"China, Hong Kong Special Administrative Region",0,5,0,0,0,0,0
2009,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2009,MMR,IND,Myanmar,India,2952,3779,0,0,0,0,0
2009,MMR,IDN,Myanmar,Indonesia,154,8,0,0,0,0,0
2009,MMR,IRL,Myanmar,Ireland,8,0,0,0,0,0,0
2009,MMR,ITA,Myanmar,Italy,10,0,0,0,0,0,0
2009,MMR,JAM,Myanmar,Jamaica,5,0,0,0,0,0,0
2009,MMR,JPN,Myanmar,Japan,1193,1053,0,0,0,0,0
2009,MMR,KOR,Myanmar,Republic of Korea,101,35,0,0,0,0,0
2009,MMR,LKA,Myanmar,Sri Lanka,56,0,0,0,0,0,0
2009,MMR,MEX,Myanmar,Mexico,9,0,0,0,0,0,0
2009,MMR,MYS,Myanmar,Malaysia,61412,8261,0,0,0,7,0
2009,MMR,MMR,Myanmar,Myanmar,0,0,0,67290,0,0,0
2009,MMR,NPL,Myanmar,Nepal,11,20,0,0,0,0,0
2009,MMR,NLD,Myanmar,Netherlands (Kingdom of the),482,41,0,0,0,0,0
2009,MMR,NOR,Myanmar,Norway,72,36,0,0,0,0,0
2009,MMR,NZL,Myanmar,New Zealand,44,0,0,0,0,0,0
2009,MMR,PAK,Myanmar,Pakistan,19,0,0,0,0,0,0
2009,MMR,PHL,Myanmar,Philippines,5,6,0,0,0,0,0
2009,MMR,PLW,Myanmar,Palau,11,0,0,0,0,0,0
2009,MMR,PNG,Myanmar,Papua New Guinea,5,0,0,0,0,0,0
2009,MMR,PRT,Myanmar,Portugal,5,0,0,0,0,0,0
2009,MMR,SGP,Myanmar,Singapore,5,0,0,0,0,0,0
2009,MMR,SWE,Myanmar,Sweden,46,7,0,0,0,0,0
2009,MMR,CHE,Myanmar,Switzerland,34,5,0,0,0,0,0
2009,MMR,THA,Myanmar,Thailand,104107,8961,0,0,0,0,0
2009,MMR,TUR,Myanmar,Türkiye,0,44,0,0,0,0,0
2009,MMR,USA,Myanmar,United States of America,5021,163,0,0,0,0,0
2010,MMR,AUS,Myanmar,Australia,444,34,0,0,0,0,0
2010,MMR,AUT,Myanmar,Austria,7,7,0,0,0,0,0
2010,MMR,BEL,Myanmar,Belgium,11,0,0,0,0,0,0
2010,MMR,BGD,Myanmar,Bangladesh,229226,0,0,0,0,0,0
2010,MMR,KHM,Myanmar,Cambodia,10,42,0,0,0,0,0
2010,MMR,CAN,Myanmar,Canada,265,19,0,0,0,0,0
2010,MMR,CZE,Myanmar,Czechia,100,0,0,0,0,0,0
2010,MMR,DNK,Myanmar,Denmark,56,38,0,0,0,0,0
2010,MMR,FIN,Myanmar,Finland,14,0,0,0,0,0,0
2010,MMR,FRA,Myanmar,France,171,0,0,0,0,0,0
2010,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,625,0,0,0,0,0,0
2010,MMR,DEU,Myanmar,Germany,799,95,0,0,0,0,0
2010,MMR,GRC,Myanmar,Greece,8,21,0,0,0,0,0
2010,MMR,HKG,Myanmar,"China, Hong Kong Special Administrative Region",0,5,0,0,0,0,0
2010,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2010,MMR,IND,Myanmar,India,4630,3347,0,0,0,0,0
2010,MMR,IDN,Myanmar,Indonesia,49,12,0,0,0,0,0
2010,MMR,IRL,Myanmar,Ireland,8,11,0,0,0,0,0
2010,MMR,ITA,Myanmar,Italy,16,0,0,0,0,0,0
2010,MMR,JPN,Myanmar,Japan,1467,925,0,0,0,0,0
2010,MMR,KOR,Myanmar,Republic of Korea,119,46,0,0,0,0,0
2010,MMR,LKA,Myanmar,Sri Lanka,55,0,0,0,0,0,0
2010,MMR,MEX,Myanmar,Mexico,0,5,0,0,0,0,0
2010,MMR,MYS,Myanmar,Malaysia,76120,8553,0,0,0,0,0
2010,MMR,MMR,Myanmar,Myanmar,0,0,0,62015,0,0,0
2010,MMR,NPL,Myanmar,Nepal,35,0,0,0,0,0,0
2010,MMR,NLD,Myanmar,Netherlands (Kingdom of the),632,28,0,0,0,0,0
2010,MMR,NOR,Myanmar,Norway,132,52,0,0,0,0,0
2010,MMR,NZL,Myanmar,New Zealand,45,0,0,0,0,0,0
2010,MMR,PAK,Myanmar,Pakistan,9,0,0,0,0,0,0
2010,MMR,PHL,Myanmar,Philippines,0,5,0,0,0,0,0
2010,MMR,PRT,Myanmar,Portugal,5,0,0,0,0,0,0
2010,MMR,ROU,Myanmar,Romania,44,0,0,0,0,0,0
2010,MMR,SGP,Myanmar,Singapore,5,0,0,0,0,0,0
2010,MMR,SWE,Myanmar,Sweden,46,5,0,0,0,0,0
2010,MMR,CHE,Myanmar,Switzerland,35,5,0,0,0,0,0
2010,MMR,THA,Myanmar,Thailand,95718,8962,0,0,0,0,0
2010,MMR,TUR,Myanmar,Türkiye,0,14,0,0,0,0,0
2010,MMR,UKR,Myanmar,Ukraine,0,5,0,0,0,0,0
2010,MMR,USA,Myanmar,United States of America,4751,32,0,0,0,0,0
2011,MMR,AUS,Myanmar,Australia,514,37,0,0,0,0,0
2011,MMR,AUT,Myanmar,Austria,11,0,0,0,0,0,0
2011,MMR,BEL,Myanmar,Belgium,18,5,0,0,0,0,0
2011,MMR,BGD,Myanmar,Bangladesh,229644,0,0,0,0,0,0
2011,MMR,KHM,Myanmar,Cambodia,9,38,0,0,0,0,0
2011,MMR,CAN,Myanmar,Canada,277,9,0,0,0,0,0
2011,MMR,CZE,Myanmar,Czechia,100,0,0,0,0,0,0
2011,MMR,DNK,Myanmar,Denmark,65,29,0,0,0,0,0
2011,MMR,FIN,Myanmar,Finland,14,0,0,0,0,0,0
2011,MMR,FRA,Myanmar,France,174,0,0,0,0,0,0
2011,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,789,79,0,0,0,0,0
2011,MMR,DEU,Myanmar,Germany,819,97,0,0,0,0,0
2011,MMR,GRC,Myanmar,Greece,6,0,0,0,0,0,0
2011,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2011,MMR,IND,Myanmar,India,6621,2802,0,0,0,0,0
2011,MMR,IDN,Myanmar,Indonesia,85,112,0,0,0,0,0
2011,MMR,IRL,Myanmar,Ireland,9,12,0,0,0,0,0
2011,MMR,ISR,Myanmar,Israel,0,63,0,0,0,0,0
2011,MMR,ITA,Myanmar,Italy,17,0,0,0,0,0,0
2011,MMR,JPN,Myanmar,Japan,1645,816,0,0,0,0,0
2011,MMR,KOR,Myanmar,Republic of Korea,128,74,0,0,0,0,0
2011,MMR,LKA,Myanmar,Sri Lanka,54,0,0,0,0,0,0
2011,MMR,MEX,Myanmar,Mexico,5,0,0,0,0,0,0
2011,MMR,MYS,Myanmar,Malaysia,81146,7348,0,0,0,0,0
2011,MMR,MMR,Myanmar,Myanmar,0,0,0,339200,0,0,0
2011,MMR,NPL,Myanmar,Nepal,34,0,0,0,0,0,0
2011,MMR,NLD,Myanmar,Netherlands (Kingdom of the),769,71,0,0,0,0,0
2011,MMR,NOR,Myanmar,Norway,161,19,0,0,0,0,0
2011,MMR,NZL,Myanmar,New Zealand,39,0,0,0,0,0,0
2011,MMR,PAK,Myanmar,Pakistan,9,0,0,0,0,0,0
2011,MMR,PHL,Myanmar,Philippines,0,5,0,0,0,0,0
2011,MMR,PRT,Myanmar,Portugal,5,0,0,0,0,0,0
2011,MMR,ROU,Myanmar,Romania,44,0,0,0,0,0,0
2011,MMR,SWE,Myanmar,Sweden,50,5,0,0,0,0,0
2011,MMR,CHE,Myanmar,Switzerland,37,9,0,0,0,0,0
2011,MMR,THA,Myanmar,Thailand,88148,12395,0,0,0,0,0
2011,MMR,TUR,Myanmar,Türkiye,0,9,0,0,0,0,0
2011,MMR,UKR,Myanmar,Ukraine,0,5,0,0,0,0,0
2011,MMR,USA,Myanmar,United States of America,3164,62,0,0,0,0,0
2012,MMR,AUS,Myanmar,Australia,534,60,0,0,0,0,0
2012,MMR,AUT,Myanmar,Austria,16,8,0,0,0,0,0
2012,MMR,BEL,Myanmar,Belgium,17,21,0,0,0,0,0
2012,MMR,BGD,Myanmar,Bangladesh,230674,0,0,0,0,0,0
2012,MMR,KHM,Myanmar,Cambodia,21,15,0,0,0,0,0
2012,MMR,CAN,Myanmar,Canada,276,11,0,0,0,0,0
2012,MMR,CZE,Myanmar,Czechia,127,25,0,0,0,0,0
2012,MMR,DNK,Myanmar,Denmark,57,24,0,0,0,0,0
2012,MMR,FIN,Myanmar,Finland,16,0,0,0,0,0,0
2012,MMR,FRA,Myanmar,France,193,0,0,0,0,0,0
2012,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,863,55,0,0,0,0,0
2012,MMR,DEU,Myanmar,Germany,813,109,0,0,0,0,0
2012,MMR,GRC,Myanmar,Greece,6,0,0,0,0,0,0
2012,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2012,MMR,IND,Myanmar,India,7671,2825,0,0,0,0,0
2012,MMR,IDN,Myanmar,Indonesia,222,380,0,0,0,0,0
2012,MMR,IRL,Myanmar,Ireland,9,22,0,0,0,0,0
2012,MMR,ITA,Myanmar,Italy,17,0,0,0,0,0,0
2012,MMR,JPN,Myanmar,Japan,1732,640,0,0,0,0,0
2012,MMR,KOR,Myanmar,Republic of Korea,156,38,0,0,0,0,0
2012,MMR,MEX,Myanmar,Mexico,0,5,0,0,0,0,0
2012,MMR,MYS,Myanmar,Malaysia,84671,7764,0,0,0,0,0
2012,MMR,MMR,Myanmar,Myanmar,0,0,0,430400,0,0,0
2012,MMR,NPL,Myanmar,Nepal,47,0,0,0,0,0,0
2012,MMR,NLD,Myanmar,Netherlands (Kingdom of the),795,71,0,0,0,0,0
2012,MMR,NOR,Myanmar,Norway,160,20,0,0,0,0,0
2012,MMR,NZL,Myanmar,New Zealand,36,0,0,0,0,0,0
2012,MMR,PAK,Myanmar,Pakistan,23,0,0,0,0,0,0
2012,MMR,PHL,Myanmar,Philippines,5,0,0,0,0,0,0
2012,MMR,PRT,Myanmar,Portugal,5,0,0,0,0,0,0
2012,MMR,ROU,Myanmar,Romania,45,0,0,0,0,0,0
2012,MMR,SWE,Myanmar,Sweden,49,0,0,0,0,0,0
2012,MMR,CHE,Myanmar,Switzerland,46,14,0,0,0,0,0
2012,MMR,THA,Myanmar,Thailand,83317,13460,0,0,0,0,0
2012,MMR,TUR,Myanmar,Türkiye,0,9,0,0,0,0,0
2012,MMR,UKR,Myanmar,Ukraine,0,5,0,0,0,0,0
2012,MMR,USA,Myanmar,United States of America,2739,41,0,0,0,0,0
2013,MMR,EGY,Myanmar,Egypt,0,6,0,0,0,0,0
2013,MMR,AUS,Myanmar,Australia,513,74,0,0,0,0,0
2013,MMR,AUT,Myanmar,Austria,26,11,0,0,0,0,0
2013,MMR,BEL,Myanmar,Belgium,18,32,0,0,0,0,0
2013,MMR,BGD,Myanmar,Bangladesh,231125,8,0,0,0,0,0
2013,MMR,BGR,Myanmar,Bulgaria,0,5,0,0,0,0,0
2013,MMR,KHM,Myanmar,Cambodia,24,0,0,0,0,0,0
2013,MMR,CAN,Myanmar,Canada,283,6,0,0,0,0,0
2013,MMR,CZE,Myanmar,Czechia,153,0,0,0,0,0,0
2013,MMR,DNK,Myanmar,Denmark,60,35,0,0,0,0,0
2013,MMR,FIN,Myanmar,Finland,14,5,0,0,0,0,0
2013,MMR,FRA,Myanmar,France,254,534,0,0,0,0,0
2013,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,858,71,0,0,0,0,0
2013,MMR,DEU,Myanmar,Germany,825,116,0,0,0,0,0
2013,MMR,GRC,Myanmar,Greece,6,45,0,0,0,0,0
2013,MMR,HUN,Myanmar,Hungary,0,5,0,0,0,0,0
2013,MMR,IND,Myanmar,India,11122,2383,0,0,0,0,0
2013,MMR,IDN,Myanmar,Indonesia,781,710,0,0,0,0,0
2013,MMR,IRL,Myanmar,Ireland,5,8,0,0,0,0,0
2013,MMR,ITA,Myanmar,Italy,20,0,0,0,0,0,0
2013,MMR,JPN,Myanmar,Japan,1831,684,0,0,0,0,0
2013,MMR,KOR,Myanmar,Republic of Korea,175,8,0,0,0,0,0
2013,MMR,LKA,Myanmar,Sri Lanka,0,96,0,0,0,0,0
2013,MMR,MKD,Myanmar,North Macedonia,0,5,0,0,0,0,0
2013,MMR,MEX,Myanmar,Mexico,0,5,0,0,0,0,0
2013,MMR,MYS,Myanmar,Malaysia,92287,38282,0,0,0,0,0
2013,MMR,MMR,Myanmar,Myanmar,0,0,0,372000,0,0,0
2013,MMR,NPL,Myanmar,Nepal,85,9,0,0,0,0,0
2013,MMR,NLD,Myanmar,Netherlands (Kingdom of the),847,0,0,0,0,0,0
2013,MMR,NOR,Myanmar,Norway,154,6,0,0,0,0,0
2013,MMR,NZL,Myanmar,New Zealand,34,0,0,0,0,0,0
2013,MMR,PAK,Myanmar,Pakistan,14,9,0,0,0,0,0
2013,MMR,PHL,Myanmar,Philippines,5,0,0,0,0,0,0
2013,MMR,PRT,Myanmar,Portugal,5,0,0,0,0,0,0
2013,MMR,ROU,Myanmar,Romania,35,0,0,0,0,0,0
2013,MMR,SWE,Myanmar,Sweden,43,0,0,0,0,0,0
2013,MMR,CHE,Myanmar,Switzerland,45,17,0,0,0,0,0
2013,MMR,THA,Myanmar,Thailand,135476,1662,0,0,0,216,0
2013,MMR,TUR,Myanmar,Türkiye,0,15,0,0,0,0,0
2013,MMR,UKR,Myanmar,Ukraine,0,5,0,0,0,0,0
2013,MMR,USA,Myanmar,United States of America,2471,102,0,0,0,0,0
2014,MMR,EGY,Myanmar,Egypt,0,5,0,0,0,0,0
2014,MMR,AUS,Myanmar,Australia,515,83,0,0,0,0,0
2014,MMR,AUT,Myanmar,Austria,30,0,0,0,0,0,0
2014,MMR,BEL,Myanmar,Belgium,15,18,0,0,0,0,0
2014,MMR,BGD,Myanmar,Bangladesh,232462,9,0,0,0,0,0
2014,MMR,BRA,Myanmar,Brazil,0,5,0,0,0,0,0
2014,MMR,BGR,Myanmar,Bulgaria,0,9,0,0,0,0,0
2014,MMR,KHM,Myanmar,Cambodia,21,5,0,0,0,0,0
2014,MMR,CAN,Myanmar,Canada,264,5,0,0,0,0,0
2014,MMR,CZE,Myanmar,Czechia,159,0,0,0,0,0,0
2014,MMR,DNK,Myanmar,Denmark,58,32,0,0,0,0,0
2014,MMR,FIN,Myanmar,Finland,14,15,0,0,0,0,0
2014,MMR,FRA,Myanmar,France,299,166,0,0,0,0,0
2014,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,891,165,0,0,0,0,0
2014,MMR,DEU,Myanmar,Germany,769,147,0,0,0,0,0
2014,MMR,GRC,Myanmar,Greece,10,5,0,0,0,0,0
2014,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2014,MMR,IND,Myanmar,India,14301,2970,0,0,0,0,0
2014,MMR,IDN,Myanmar,Indonesia,760,51,0,0,0,0,0
2014,MMR,IRL,Myanmar,Ireland,8,0,0,0,0,0,0
2014,MMR,ITA,Myanmar,Italy,23,5,0,0,0,0,0
2014,MMR,JPN,Myanmar,Japan,1889,735,0,0,0,0,0
2014,MMR,KOR,Myanmar,Republic of Korea,180,26,0,0,0,0,0
2014,MMR,LKA,Myanmar,Sri Lanka,77,10,0,0,0,0,0
2014,MMR,MKD,Myanmar,North Macedonia,0,5,0,0,0,0,0
2014,MMR,MEX,Myanmar,Mexico,0,5,0,0,0,0,0
2014,MMR,MYS,Myanmar,Malaysia,93866,45743,0,0,0,0,0
2014,MMR,MMR,Myanmar,Myanmar,0,0,0,376500,0,0,0
2014,MMR,NPL,Myanmar,Nepal,101,17,0,0,0,0,0
2014,MMR,NLD,Myanmar,Netherlands (Kingdom of the),861,6,0,0,0,0,0
2014,MMR,NOR,Myanmar,Norway,155,0,0,0,0,0,0
2014,MMR,NRU,Myanmar,Nauru,5,19,0,0,0,0,0
2014,MMR,NZL,Myanmar,New Zealand,29,0,0,0,0,0,0
2014,MMR,PAK,Myanmar,Pakistan,23,0,0,0,0,0,0
2014,MMR,PHL,Myanmar,Philippines,6,0,0,0,0,0,0
2014,MMR,PNG,Myanmar,Papua New Guinea,0,49,0,0,0,0,0
2014,MMR,PRT,Myanmar,Portugal,5,0,0,0,0,0,0
2014,MMR,ROU,Myanmar,Romania,44,0,0,0,0,0,0
2014,MMR,ZAF,Myanmar,South Africa,5,0,0,0,0,0,0
2014,MMR,SGP,Myanmar,Singapore,5,0,0,0,0,0,0
2014,MMR,SWE,Myanmar,Sweden,32,5,0,0,0,0,0
2014,MMR,CHE,Myanmar,Switzerland,52,7,0,0,0,0,0
2014,MMR,THA,Myanmar,Thailand,128863,746,0,0,0,395,0
2014,MMR,TLS,Myanmar,Timor-Leste,0,0,0,0,0,5,0
2014,MMR,TUR,Myanmar,Türkiye,0,19,0,0,0,0,0
2014,MMR,UKR,Myanmar,Ukraine,0,10,0,0,0,0,0
2014,MMR,USA,Myanmar,United States of America,2204,242,0,0,0,0,0
2015,MMR,EGY,Myanmar,Egypt,0,5,0,0,0,0,0
2015,MMR,AUS,Myanmar,Australia,495,69,0,0,0,0,0
2015,MMR,AUT,Myanmar,Austria,34,16,0,0,0,0,0
2015,MMR,BEL,Myanmar,Belgium,10,8,0,0,0,0,0
2015,MMR,BGD,Myanmar,Bangladesh,231948,0,0,0,0,0,0
2015,MMR,BRA,Myanmar,Brazil,0,5,0,0,0,0,0
2015,MMR,BGR,Myanmar,Bulgaria,0,19,0,0,0,0,0
2015,MMR,KHM,Myanmar,Cambodia,19,5,0,0,0,0,0
2015,MMR,CAN,Myanmar,Canada,223,5,0,0,0,0,0
2015,MMR,CZE,Myanmar,Czechia,160,0,0,0,0,0,0
2015,MMR,DNK,Myanmar,Denmark,54,9,0,0,0,0,0
2015,MMR,FIN,Myanmar,Finland,27,5,0,0,0,0,0
2015,MMR,FRA,Myanmar,France,311,51,0,0,0,0,0
2015,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,942,159,0,0,0,0,0
2015,MMR,DEU,Myanmar,Germany,708,170,0,0,0,0,0
2015,MMR,GRC,Myanmar,Greece,13,13,0,0,0,0,0
2015,MMR,HUN,Myanmar,Hungary,5,25,0,0,0,0,0
2015,MMR,IND,Myanmar,India,15735,2891,0,0,0,0,0
2015,MMR,IDN,Myanmar,Indonesia,686,419,0,0,0,0,0
2015,MMR,IRL,Myanmar,Ireland,13,5,0,0,0,0,0
2015,MMR,ITA,Myanmar,Italy,31,5,0,0,0,0,0
2015,MMR,JPN,Myanmar,Japan,1826,1492,0,0,0,0,0
2015,MMR,KOR,Myanmar,Republic of Korea,213,17,0,0,0,0,0
2015,MMR,LKA,Myanmar,Sri Lanka,0,5,0,0,0,0,0
2015,MMR,MEX,Myanmar,Mexico,0,5,0,0,0,0,0
2015,MMR,MYS,Myanmar,Malaysia,88637,53598,0,0,0,0,0
2015,MMR,MMR,Myanmar,Myanmar,0,0,0,451089,0,0,0
2015,MMR,NPL,Myanmar,Nepal,156,8,0,0,0,0,0
2015,MMR,NLD,Myanmar,Netherlands (Kingdom of the),878,11,0,0,0,0,0
2015,MMR,NOR,Myanmar,Norway,148,12,0,0,0,0,0
2015,MMR,NRU,Myanmar,Nauru,5,5,0,0,0,0,0
2015,MMR,NZL,Myanmar,New Zealand,22,0,0,0,0,0,0
2015,MMR,PAK,Myanmar,Pakistan,24,0,0,0,0,0,0
2015,MMR,PHL,Myanmar,Philippines,6,0,0,0,0,0,0
2015,MMR,PNG,Myanmar,Papua New Guinea,0,5,0,0,0,0,0
2015,MMR,ROU,Myanmar,Romania,43,0,0,0,0,0,0
2015,MMR,ZAF,Myanmar,South Africa,5,5,0,0,0,0,0
2015,MMR,ESP,Myanmar,Spain,0,5,0,0,0,0,0
2015,MMR,SWE,Myanmar,Sweden,26,9,0,0,0,0,0
2015,MMR,CHE,Myanmar,Switzerland,53,7,0,0,0,0,0
2015,MMR,THA,Myanmar,Thailand,106349,1189,0,0,0,438,0
2015,MMR,TLS,Myanmar,Timor-Leste,0,0,0,0,0,5,0
2015,MMR,TUR,Myanmar,Türkiye,0,19,0,0,0,0,0
2015,MMR,UKR,Myanmar,Ukraine,0,10,0,0,0,0,0
2015,MMR,USA,Myanmar,United States of America,1999,346,0,0,0,0,0
2016,MMR,AUS,Myanmar,Australia,504,91,0,0,0,0,0
2016,MMR,AUT,Myanmar,Austria,34,15,0,0,0,0,0
2016,MMR,BEL,Myanmar,Belgium,9,0,0,0,0,0,0
2016,MMR,BGD,Myanmar,Bangladesh,276198,0,0,0,0,0,0
2016,MMR,BRA,Myanmar,Brazil,0,5,0,0,0,0,0
2016,MMR,BGR,Myanmar,Bulgaria,0,5,0,0,0,0,0
2016,MMR,KHM,Myanmar,Cambodia,19,5,0,0,0,0,0
2016,MMR,CAN,Myanmar,Canada,70,5,0,0,0,0,0
2016,MMR,CZE,Myanmar,Czechia,160,5,0,0,0,0,0
2016,MMR,DNK,Myanmar,Denmark,48,5,0,0,0,0,0
2016,MMR,FIN,Myanmar,Finland,30,5,0,0,0,0,0
2016,MMR,FRA,Myanmar,France,324,17,0,0,0,0,0
2016,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,953,87,0,0,0,0,0
2016,MMR,DEU,Myanmar,Germany,677,251,0,0,0,0,0
2016,MMR,GRC,Myanmar,Greece,15,22,0,0,0,0,0
2016,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2016,MMR,IND,Myanmar,India,15561,3677,0,0,0,0,0
2016,MMR,IDN,Myanmar,Indonesia,887,68,0,0,0,0,0
2016,MMR,IRL,Myanmar,Ireland,10,0,0,0,0,0,0
2016,MMR,IRN,Myanmar,Iran (Islamic Republic of),0,84,0,0,0,0,0
2016,MMR,ISR,Myanmar,Israel,0,51,0,0,0,0,0
2016,MMR,ITA,Myanmar,Italy,33,0,0,0,0,0,0
2016,MMR,JPN,Myanmar,Japan,1822,1782,0,0,0,0,0
2016,MMR,KOR,Myanmar,Republic of Korea,254,10,0,0,0,0,0
2016,MMR,LKA,Myanmar,Sri Lanka,5,0,0,0,0,0,0
2016,MMR,MEX,Myanmar,Mexico,0,5,0,0,0,0,0
2016,MMR,MYS,Myanmar,Malaysia,87036,48352,0,0,0,0,0
2016,MMR,MMR,Myanmar,Myanmar,0,0,0,375016,0,0,0
2016,MMR,NPL,Myanmar,Nepal,150,57,0,0,0,0,0
2016,MMR,NLD,Myanmar,Netherlands (Kingdom of the),803,36,0,0,0,0,0
2016,MMR,NOR,Myanmar,Norway,149,5,0,0,0,0,0
2016,MMR,NRU,Myanmar,Nauru,5,5,0,0,0,0,0
2016,MMR,NZL,Myanmar,New Zealand,16,0,0,0,0,0,0
2016,MMR,PAK,Myanmar,Pakistan,23,0,0,0,0,0,0
2016,MMR,PHL,Myanmar,Philippines,10,0,0,0,0,0,0
2016,MMR,ROU,Myanmar,Romania,23,0,0,0,0,0,0
2016,MMR,ESP,Myanmar,Spain,5,0,0,0,0,0,0
2016,MMR,SWE,Myanmar,Sweden,19,11,0,0,0,0,0
2016,MMR,CHE,Myanmar,Switzerland,44,0,0,0,0,0,0
2016,MMR,THA,Myanmar,Thailand,102633,826,0,0,0,261,0
2016,MMR,TUR,Myanmar,Türkiye,0,16,0,0,0,0,0
2016,MMR,UKR,Myanmar,Ukraine,0,10,0,0,0,0,0
2016,MMR,USA,Myanmar,United States of America,1751,510,0,0,0,0,0
2017,MMR,EGY,Myanmar,Egypt,5,0,0,0,0,0,0
2017,MMR,AUS,Myanmar,Australia,516,243,0,0,0,0,0
2017,MMR,AUT,Myanmar,Austria,36,14,0,0,0,0,0
2017,MMR,BEL,Myanmar,Belgium,9,0,0,0,0,0,0
2017,MMR,BGD,Myanmar,Bangladesh,932204,0,0,0,0,0,0
2017,MMR,BRA,Myanmar,Brazil,0,5,0,0,0,0,0
2017,MMR,KHM,Myanmar,Cambodia,19,5,0,0,0,0,0
2017,MMR,CAN,Myanmar,Canada,60,5,0,0,0,0,0
2017,MMR,CZE,Myanmar,Czechia,160,5,0,0,0,0,0
2017,MMR,DNK,Myanmar,Denmark,45,5,0,0,0,0,0
2017,MMR,FIN,Myanmar,Finland,30,0,0,0,0,0,0
2017,MMR,FRA,Myanmar,France,316,30,0,0,0,0,0
2017,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,836,90,0,0,0,0,0
2017,MMR,DEU,Myanmar,Germany,831,134,0,0,0,0,0
2017,MMR,GRC,Myanmar,Greece,30,61,0,0,0,0,0
2017,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2017,MMR,IND,Myanmar,India,18089,3152,0,0,0,0,0
2017,MMR,IDN,Myanmar,Indonesia,766,49,0,0,0,0,0
2017,MMR,IRL,Myanmar,Ireland,9,10,0,0,0,0,0
2017,MMR,IRN,Myanmar,Iran (Islamic Republic of),0,84,0,0,0,0,0
2017,MMR,ISR,Myanmar,Israel,0,38,0,0,0,0,0
2017,MMR,ITA,Myanmar,Italy,34,35,0,0,0,0,0
2017,MMR,JPN,Myanmar,Japan,1469,2241,0,0,0,0,0
2017,MMR,KOR,Myanmar,Republic of Korea,292,12,0,0,0,0,0
2017,MMR,LKA,Myanmar,Sri Lanka,35,0,0,0,0,0,0
2017,MMR,MEX,Myanmar,Mexico,0,5,0,0,0,0,0
2017,MMR,MYS,Myanmar,Malaysia,98041,33656,0,0,0,0,0
2017,MMR,MMR,Myanmar,Myanmar,0,0,0,353108,0,0,0
2017,MMR,NPL,Myanmar,Nepal,190,124,0,0,0,0,0
2017,MMR,NLD,Myanmar,Netherlands (Kingdom of the),732,7,0,0,0,0,0
2017,MMR,NOR,Myanmar,Norway,130,5,0,0,0,0,0
2017,MMR,NRU,Myanmar,Nauru,115,0,0,0,0,0,0
2017,MMR,NZL,Myanmar,New Zealand,12,5,0,0,0,0,0
2017,MMR,PAK,Myanmar,Pakistan,21,0,0,0,0,0,0
